,Address,Property Type,Price,Beds,Bath,Square Feet,Brokerages,Borough,Zipcode,Neighborhood,Longitude,Latitude
4263,"64-17 35 AveWoodside, NY 11377",Multi-family home ,1599999.0,8,4.0,2184.207862, Century Homes Realty Group LLC,Queens,11377.0,West Queens,-73.8980016,40.7505901
4264,"275 Webster Ave Apt 1BBrooklyn, NY 11230",Co-op ,495000.0,2,1.0,900.0, Exp Realty,Brooklyn,11230.0,Borough Park,-73.9709274,40.6329634
4265,"80 Avenue P Apt B1Brooklyn, NY 11204",Pending,314000.0,1,1.0,875.0, ATLANTIC PROPERTIES REALTY INC,Brooklyn,11204.0,Borough Park,-73.985744,40.60714
4266,"1141 McBride St Apt 4AFar Rockaway, NY 11691",Co-op ,165000.0,1,1.0,2184.207862, Coldwell Banker,Queens,11691.0,Rockaway,-73.7581283,40.6053247
4267,"77 E 110th St Apt 7ANew York, NY 10029",Condo ,950000.0,2,2.0,1033.0, Corcoran,Manhattan,10029.0,East Harlem,-73.9464985,40.7958546
4268,"838 Lenox RdBrooklyn, NY 11203",House ,975000.0,3,2.0,2184.207862, CITIZENS INTERNATIONAL REALTY,Brooklyn,11203.0,Flatbush,-73.9284733,40.6553249
4269,"27110 Grand Central Pkwy Apt 6AFloral Park, NY 11005",Co-op ,449000.0,1,2.0,1074.0, Magic Of Great Neck Realty Inc,Queens,11005.0,Southwest Queens,-73.7212008,40.7564761
4270,"497 Madison StBrooklyn, NY 11221",Townhouse ,2995000.0,7,2.5,4100.0, COMPASS,Brooklyn,11221.0,Williamsburg,-73.9376539,40.6863946
4271,"145 72nd St Apt D14Brooklyn, NY 11209",Co-op ,325000.0,1,1.0,775.0, Weichert Properties,Brooklyn,11209.0,Southwest Brooklyn,-74.0316533,40.6347771
4272,"135 E 54th St Apt 14MNew York, NY 10022",Condo ,1599000.0,2,2.0,1094.0, Sotheby's International Realty ,Manhattan,10022.0,Gramercy Park,-73.9707592,40.7592821
4273,"114-30 202nd StSaint Albans, NY 11412",House ,649000.0,3,2.0,2000.0, qvtopservice,Queens,11412.0,Jamaica,-73.7527095,40.6995553
4274,"25 Fifth Ave Apt 5GNew York, NY 10003",Condo ,1850000.0,1,1.0,703.0, Corcoran,Manhattan,10003.0,Lower East Side,-73.995445,40.7328142
4275,"20 Pine St Apt 2504New York, NY 10005",Condo ,1395000.0,1,2.0,1220.0, William Raveis New York City,Manhattan,10005.0,Lower Manhattan,-74.0097327,40.707729
4276,"310 E 46th St Apt 23UNew York, NY 10017",Condop ,1080000.0,1,1.0,2184.207862, City Connections Realty,Manhattan,10017.0,Gramercy Park,-73.9698335,40.751918
4277,"67-50 Thornton Pl Unit 6BForest Hills, NY 11375",Co-op ,309000.0,1,1.0,2184.207862, Keller Williams,Queens,11375.0,West Central Queens,-73.857096,40.7202709
4278,"2917 Brighton 5th StBrooklyn, NY 11235",Multi-family home ,1499000.0,8,3.0,2636.0, EXIT REALTY TOP PROPERTIES,Brooklyn,11235.0,South Brooklyn,-73.9634221,40.5806656
4279,"151-25 88th St Unit 3GHoward Beach, NY 11414",Co-op ,179000.0,1,1.0,2184.207862, CENTURY 21,Queens,11414.0,nan,-73.8470063,40.667401
4280,"3 Sheridan Sq Apt 2KNew York, NY 10014",Contingent,595000.0,3,1.0,2184.207862, The Agency,Manhattan,10014.0,Soho,-74.0027905,40.7329291
4281,"1495 E 95th StBrooklyn, NY 11236",House ,849000.0,3,3.0,1656.0, TOP NEST INC,Brooklyn,11236.0,Canarsie,-73.8946343,40.6359565
4282,"36-33 169th StFlushing, NY 11358",Multi-family home ,2780000.0,14,9.0,2184.207862, Exit Realty Limitless,Queens,11358.0,North Queens,-73.7968967,40.7617519
4283,"2025 Ocean Ave # 6ABrooklyn, NY 11230",Condo ,759000.0,2,2.0,1230.0, Corcoran,Brooklyn,11230.0,Borough Park,-73.953507,40.612478
4284,"30 Stonegate Dr Unit 1Staten Island, NY 10304",Pending,549999.0,3,2.5,1652.0, Douglas Elliman ,Staten Island,10304.0,Stapleton,-74.0869707,40.6016923
4285,"710 Metropolitan Ave Apt 5EBrooklyn, NY 11211",Condo ,1750000.0,2,2.0,2184.207862, MNS,Brooklyn,11211.0,Green Point,-73.945191,40.714184
4286,"1295 Madison Ave Apt 5ANew York, NY 10128",Condo ,4995000.0,3,4.0,2184.0, Corcoran,Manhattan,10128.0,Upper East Side,-73.9556597,40.7847977
4287,"1115 Putman AveBrooklyn, NY 11221",House ,1400000.0,12,4.0,2184.207862, Henry Watts Real Estate Corporation,Brooklyn,11221.0,Williamsburg,-73.9184086,40.6887595
4288,"710 Metropolitan Ave Apt 2HBrooklyn, NY 11211",Contingent,725000.0,3,1.0,2184.207862, MNS,Brooklyn,11211.0,Green Point,-73.945191,40.714184
4289,"2450 Haring St Apt 1FBrooklyn, NY 11235",Co-op ,249000.0,2,1.0,1000.0, KORR REALTY,Brooklyn,11235.0,South Brooklyn,-73.9396101,40.5926138
4290,"80-04 155th Ave Unit 207Howard Beach, NY 11414",Pending,245000.0,2,1.0,2184.207862, Douglas Elliman ,Queens,11414.0,nan,-73.85371,40.6641199
4291,"490 Lorimer St Unit 1ABrooklyn, NY 11211",Condo ,1500000.0,1,2.0,1218.0, Space Marketing Shop Inc.,Brooklyn,11211.0,Green Point,-73.948677,40.7115725
4292,"122 E 102nd St Apt 2BNew York, NY 10029",Condo ,695000.0,2,1.0,959.0, Avenues ,Manhattan,10029.0,East Harlem,-73.9487257,40.7897507
4295,"1965 Broadway Apt 28ENew York, NY 10023",Condo ,15500000.0,5,6.0,4134.0," Nest Seekers International, Westside",Manhattan,10023.0,Upper East Side,-73.9825007,40.7744463
4297,"10 W 66th St Apt 30DNew York, NY 10023",Co-op ,1995000.0,2,2.0,1700.0, Douglas Elliman ,Manhattan,10023.0,Upper East Side,-73.9797157,40.7724058
4298,"132-37 Pople Ave Unit 3AFlushing, NY 11355",Condo ,655000.0,3,2.0,2184.207862, Winzone Realty Inc,Queens,11355.0,North Queens,-73.8313843,40.7536461
4300,"17 Suydam St Unit MfBrooklyn, NY 11221",Townhouse ,1799000.0,6,4.0,3300.0, COMPASS,Brooklyn,11221.0,Williamsburg,-73.9321432,40.6959511
4301,"210 Lafayette St Ph 6GManhattan, NY 10012",Condo ,3250000.0,2,2.0,1509.0, Brown Harris Stevens,Manhattan,10012.0,Soho,-73.998107,40.7217442
4302,"170 W 81st St Apt 5BNew York, NY 10024",Co-op ,750000.0,1,1.0,750.0, Hauseit LLC ,Manhattan,10024.0,Upper East Side,-73.9767127,40.7840294
4303,"1212A Greene Ave Unit TownhouseBrooklyn, NY 11221",Townhouse ,1495000.0,5,3.0,2184.207862, Brown Harris Stevens,Brooklyn,11221.0,Williamsburg,-73.9217306,40.6954487
4304,"44-15 College Point Blvd Unit 3AFlushing, NY 11355",Condo ,658000.0,1,1.0,2184.207862, Tru International Realty Corp,Queens,11355.0,North Queens,-73.8324518,40.7533335
4305,"102-30 66th Rd Unit 20BForest Hills, NY 11375",Co-op ,395000.0,2,1.0,2184.207862, Laffey Real Estate,Queens,11375.0,West Central Queens,-73.8505211,40.7284716
4306,"597 E 8th StBrooklyn, NY 11218",Townhouse ,1999000.0,4,2.0,2487.0, COMPASS,Brooklyn,11218.0,Borough Park,-73.9698484,40.6353046
4307,"180 Riverside Dr Apt 6FManhattan, NY 10024",Co-op ,3950000.0,3,2.0,2184.207862, COMPASS,Manhattan,10024.0,Upper East Side,-73.9773027,40.7920875
4308,"401 E 60th St Apt 4BNew York, NY 10022",Condo ,4395000.0,5,5.0,3498.0, Serhant,Manhattan,10022.0,Gramercy Park,-73.9610497,40.7603031
4309,"233 Freeborn StStaten Island, NY 10306",Contingent,368888.0,2,1.0,540.0, Red Door Realty Group,Staten Island,10306.0,South Shore,-74.0931899,40.5740408
4310,"5800 Arlington Ave Apt 20DBronx, NY 10471",Co-op ,285000.0,1,1.0,2184.207862, Douglas Elliman ,Bronx,10471.0,Riverdale,-73.9065578,40.9073699
4311,"126 Beach 98th StRockaway Park, NY 11694",Multi-family home ,1290000.0,6,5.0,2340.0, Rockaway Properties,Queens,11694.0,Rockaway,-73.8184131,40.5832258
4312,"995 Fifth Ave Unit 5SNew York, NY 10028",House ,11250000.0,5,6.0,4357.0, Douglas Elliman ,Manhattan,10028.0,Upper East Side,-73.962547,40.778004
4313,"142-15 Franklin Ave Unit 5LFlushing, NY 11355",Co-op ,458000.0,2,2.0,2184.207862, East Coast REALTORS Inc,Queens,11355.0,North Queens,-73.8232967,40.7566557
4314,"83-30 Vietor Ave Unit 721Elmhurst, NY 11373",Co-op ,438000.0,2,1.0,2184.207862, Voro Llc,Queens,11373.0,West Queens,-73.880983,40.743059
4315,"130 Avenue SBrooklyn, NY 11223",House ,949900.0,3,2.0,1940.0, RE MAX,Brooklyn,11223.0,South Brooklyn,-73.9808106,40.6006625
4316,"19 Heusden StStaten Island, NY 10303",House ,599000.0,3,2.0,1232.0, Momentum Real Estate Llc,Staten Island,10303.0,Port Richmond,-74.1528287,40.6338588
4317,"30 Park Pl Apt 59ANew York, NY 10007",Condo ,7500000.0,4,4.0,2811.0, Douglas Elliman ,Manhattan,10007.0,Lower Manhattan,-74.0090376,40.7127825
4318,"21-37 33rd St Unit 1EAstoria, NY 11105",Co-op ,289000.0,1,1.0,2184.207862, Winzone Realty Inc,Queens,11105.0,Northwest Queens,-73.9082925,40.776279
4319,"63 E 9th St Apt 5ENew York, NY 10003",House ,635000.0,3,1.0,500.0, Douglas Elliman ,Manhattan,10003.0,Lower East Side,-73.9921518,40.7314129
4320,"1045 E 29th StBrooklyn, NY 11210",House ,1680000.0,5,2.0,1584.0," ROYAL YORK REALTY, INC.",Brooklyn,11210.0,Flatbush,-73.9474055,40.6255895
4321,"80-14 90th RdWoodhaven, NY 11421",Multi-family home ,1075000.0,5,2.0,2184.207862, Real Broker NY LLC,Queens,11421.0,Southwest Queens,-73.8604091,40.6872827
4322,"224 22nd St Apt 4DBrooklyn, NY 11232",Condo ,580000.0,2,1.0,667.0, Real Estate Top Sales Llc,Brooklyn,11232.0,Sunset Park,-73.9945957,40.6609319
4323,"114 Tyrrell StStaten Island, NY 10307",Pending,838000.0,4,4.0,2780.0," BEN BAY REALTY, CO.",Staten Island,10307.0,South Shore,-74.2488941,40.5124611
4324,"25 Columbus Cir # 57BNew York, NY 10019",Condo ,8575000.0,2,2.0,1830.0, Sotheby's International Realty ,Manhattan,10019.0,Chelsea,-73.9835169,40.7680474
4325,"333 E 57th St Apt 12AManhattan, NY 10022",Co-op ,2500000.0,3,4.0,2184.207862, Brown Harris Stevens ,Manhattan,10022.0,Gramercy Park,-73.9637319,40.75896
4326,"333 14th St Unit PSPOT1Brooklyn, NY 11215",Condo ,200000.0,3,2.5,2184.207862, COMPASS,Brooklyn,11215.0,Northwest Brooklyn,-73.9857058,40.6648195
4327,"39 Gramercy Park N Apt 3CNew York, NY 10010",Co-op ,2595000.0,3,4.0,2184.207862," Nest Seekers International, Tribeca",Manhattan,10010.0,Gramercy Park,-73.9843803,40.737769
4328,"15 Eunice PlStaten Island, NY 10303",House ,619000.0,2,2.0,804.0, RE MAX,Staten Island,10303.0,Port Richmond,-74.1522209,40.6250376
4329,"299 W 12th St Apt 3BNew York, NY 10014",Condo ,1200000.0,3,1.0,500.0, Corcoran,Manhattan,10014.0,Soho,-74.0052925,40.7377431
4330,"128 Central Park S Unit 10ANew York, NY 10019",Co-op ,8250000.0,2,3.0,3000.0, Peter Ashe Real Estate,Manhattan,10019.0,Chelsea,-73.9775473,40.7660187
4331,"2801 Brown StBrooklyn, NY 11235",House ,1150000.0,3,2.0,1600.0, ProBase Real Estate,Brooklyn,11235.0,South Brooklyn,-73.9368737,40.5851948
4332,"662 Fourth Ave Unit 1RBrooklyn, NY 11232",Condo ,375000.0,1,1.0,387.0, Keller Williams,Brooklyn,11232.0,Sunset Park,-73.9949633,40.6637079
4333,"150 Nassau St Apt 2DNew York, NY 10038",Condo ,2488000.0,2,2.0,1483.0, Exp Realty,Manhattan,10038.0,Lower Manhattan,-74.0059409,40.7114624
4334,"64 E 94th St Apt 1GNew York, NY 10128",Co-op ,625000.0,1,1.0,2184.207862, Sotheby's International Realty ,Manhattan,10128.0,Upper East Side,-73.9544887,40.7854218
4335,"151 31st StBrooklyn, NY 11232",Multi-family home ,1510000.0,5,3.0,2184.207862, Four Seasons Realty Team,Brooklyn,11232.0,Sunset Park,-74.0019986,40.6576519
4336,"870 Fifth Ave Apt 4DNew York, NY 10065",Co-op ,4500000.0,2,2.0,2184.207862, Sotheby's International Realty ,Manhattan,10065.0,Upper East Side,-73.9686033,40.7699404
4337,"110 Livingston St Apt 11JBrooklyn, NY 11201",Condo ,935000.0,1,1.0,713.0, Fillmore Real Estate,Brooklyn,11201.0,Northwest Brooklyn,-73.9899258,40.6909831
4338,"1114 Blake AveBrooklyn, NY 11208",Multi-family home ,604200.0,5,3.0,2000.0, REALHome Services & Solutions,Brooklyn,11208.0,East New York,-73.8767077,40.6703548
4339,"144 Beach 121st St Apt 1ARockaway Park, NY 11694",Co-op ,375000.0,1,1.0,2184.207862, Keller Williams,Queens,11694.0,Rockaway,-73.8403983,40.5770108
4340,"2158 35th St Apt 1CAstoria, NY 11105",Co-op ,339000.0,1,1.0,2184.207862, Halvatzis Realty Inc,Queens,11105.0,Northwest Queens,-73.9082717,40.7755886
4341,"102-04 63 RdForest Hills, NY 11375",House ,1149000.0,3,1.0,2184.207862, EXIT REALTY ONE,Queens,11375.0,West Central Queens,-73.853874,40.7328877
4342,"29 W 85th St Apt 3New York, NY 10024",Condo ,5200000.0,3,4.0,3400.0, Corcoran,Manhattan,10024.0,Upper East Side,-73.9706676,40.7852077
4343,"382 Audubon AveNew York, NY 10033",Multi-family home ,950000.0,3,2.5,2500.0, Real Broker Llc,Manhattan,10033.0,Washington Heights,-73.9311387,40.8507355
4344,"2400 E 3rd St Apt 715Brooklyn, NY 11223",Co-op ,329000.0,2,1.0,950.0, Exp Realty,Brooklyn,11223.0,South Brooklyn,-73.9676771,40.5911414
4345,"226-09 88 Ave Unit UpperQueens Village, NY 11427",Co-op ,279000.0,2,1.0,2184.207862, COMPASS,Queens,11427.0,Southwest Queens,-73.7400835,40.7308084
4346,"530 E 86th St # 7ANew York, NY 10028",Co-op ,2495000.0,3,3.0,2500.0, Corcoran,Manhattan,10028.0,Upper East Side,-73.9457867,40.7751383
4347,"32 E 22nd StNew York, NY 10010",Multi-family home ,19995000.0,7,8.0,8900.0, Douglas Elliman ,Manhattan,10010.0,Gramercy Park,-73.9879891,40.7397747
4348,"37-30 83rd St Unit 3JJackson Heights, NY 11372",Co-op ,595000.0,2,2.0,1075.0, Keller Williams,Queens,11372.0,West Queens,-73.8834851,40.7487647
4349,"213 Liberty AveStaten Island, NY 10305",Multi-family home ,850000.0,3,2.0,1696.0, Momentum Real Estate LLC,Staten Island,10305.0,Stapleton,-74.0944361,40.5870716
4350,"114-34 Inwood StJamaica, NY 11436",House ,849990.0,5,3.0,2184.207862, Flat Fee Express Llc,Queens,11436.0,Jamaica,-73.7978894,40.6841541
4351,"13-04A 126th StCollege Point, NY 11356",Townhouse ,799000.0,3,2.0,1184.0, E Realty International Corp,Queens,11356.0,North Queens,-73.8422755,40.7865794
4352,"225 E 74th St Apt 5MNew York, NY 10021",Co-op ,550000.0,1,1.0,2184.207862, Douglas Elliman ,Manhattan,10021.0,Upper East Side,-73.9580748,40.7706605
4353,"151 Daniel Low TerStaten Island, NY 10301",Multi-family home ,3200000.0,3,2.5,17000.0, American Dream Kalaba Realty LLC,Staten Island,10301.0,Stapleton,-74.0800239,40.640823
4354,"5142 30th Ave Apt 4JWoodside, NY 11377",Co-op ,639000.0,3,1.0,1100.0, Papp Realty,Queens,11377.0,West Queens,-73.9049161,40.7586944
4356,"3569 Richmond RdStaten Island, NY 10306",House ,2199999.0,4,2.0,2848.0," Robert Defalco Realty, Inc.",Staten Island,10306.0,South Shore,-74.1401218,40.5727658
4357,"2108 Bathgate AveBronx, NY 10457",Multi-family home ,950000.0,9,7.0,3316.0, CHRISTIE'S INTERNATIONAL REAL ESTATE NEW YORK,Bronx,10457.0,Central Bronx,-73.8944397,40.8512643
4359,"129 Barrow St Apt 2AManhattan, NY 10014",Co-op ,1099500.0,2,1.0,2184.207862, COMPASS,Manhattan,10014.0,Soho,-74.0091497,40.731826
4360,"45 Fifth Ave Unit 2ABManhattan, NY 10003",Co-op ,2495000.0,2,2.0,2184.207862, Brown Harris Stevens,Manhattan,10003.0,Lower East Side,-73.9946151,40.734217
4361,"59-42/44 69 StMaspeth, NY 11378",House ,1500000.0,3,1.0,2184.207862, Keller Williams,Queens,11378.0,West Queens,-73.8936918,40.7220377
4362,"61-09 39 Ave Unit M6Woodside, NY 11377",Condo ,720000.0,2,1.0,970.0, Winzone Realty Inc,Queens,11377.0,West Queens,-73.9021112,40.7472374
4363,"16 W 40th St Apt 25BNew York, NY 10018",Condo ,4780000.0,2,2.0,1882.0, Corcoran,Manhattan,10018.0,Chelsea,-73.982986,40.752444
4364,"404 E 66th St Apt 4NNew York, NY 10065",Condo ,760000.0,1,1.0,700.0, Douglas Elliman ,Manhattan,10065.0,Upper East Side,-73.9583523,40.7636004
4365,"207 E 57th St Apt 16BManhattan, NY 10022",Condo ,2350000.0,2,2.0,1628.0, Deutsch Realty,Manhattan,10022.0,Gramercy Park,-73.9668148,40.7602847
4366,"78-06 46th Ave Unit 4GElmhurst, NY 11373",Co-op ,339999.0,1,1.0,825.0, EXIT REALTY PRIME,Queens,11373.0,West Queens,-73.8868828,40.7402133
4367,"3000 Valentine Ave Apt 5FBronx, NY 10458",Co-op ,220000.0,1,1.0,900.0, Corcoran,Bronx,10458.0,Fordham,-73.8852231,40.8724137
4368,"63-14 Queens Blvd Unit 5JWoodside, NY 11377",Condo ,499000.0,1,1.0,750.0, E Realty International Corp,Queens,11377.0,West Queens,-73.9020731,40.7409264
4369,"230 E 79th St Apt 19CNew York, NY 10075",Co-op ,445000.0,3,1.0,550.0, Corcoran,Manhattan,10075.0,Upper East Side,-73.9561566,40.7735465
4370,"32-20 91st St Unit 310East Elmhurst, NY 11369",Co-op ,299000.0,1,1.0,700.0, Daniel Gale Sotheby's International Realty,Queens,11369.0,West Queens,-73.87738,40.7585599
4371,"240 Riverside Blvd Apt 19BNew York, NY 10069",Condo ,4075000.0,3,3.0,2150.0, Douglas Elliman ,Manhattan,10069.0,nan,-73.9871434,40.7804721
4372,"130-14 60th Ave Unit 2CFlushing, NY 11355",Condo ,580000.0,2,2.0,950.0, E Realty International Corp,Queens,11355.0,North Queens,-73.8353772,40.7440024
4373,"3017 Riverdale Ave Apt 2JBronx, NY 10463",Co-op ,299900.0,1,1.0,2184.207862," Foxworth Realty, Inc.",Bronx,10463.0,Riverdale,-73.9102329,40.880985
4374,"2110 Frederick Douglass Blvd Apt 8DNew York, NY 10026",Condo ,995000.0,2,2.0,1015.0, Douglas Elliman  ,Manhattan,10026.0,Central Harlem,-73.9559736,40.8030984
4375,"80 Kelvin AveStaten Island, NY 10306",Pending,825000.0,6,2.0,2444.0, Cross Country Realty,Staten Island,10306.0,South Shore,-74.1349952,40.5546232
4376,"5-30 47th Ave Unit 1BQueens, NY 11101",Condo ,1525000.0,2,2.0,1329.0, Byson Real Estate Company ,Queens,11101.0,Northwest Queens,-73.954465,40.745483
4377,"144-60 Gravett Rd Unit 3CFlushing, NY 11367",Co-op ,222888.0,2,1.0,2184.207862, Astor Brokerage Ltd,Queens,11367.0,Central Queens,-73.8226982,40.7352139
4378,"418 E 59th St Apt 31BManhattan, NY 10022",Co-op ,1995000.0,3,3.0,1800.0, Brown Harris Stevens,Manhattan,10022.0,Gramercy Park,-73.9612618,40.7590132
4379,"123-25 82 Ave Unit 5RKew Gardens, NY 11415",Co-op ,217000.0,1,1.0,700.0, Ycl Real Estate Consulting,Queens,11415.0,nan,-73.8282495,40.7126884
4380,"65-38 Austin St Unit 2HRego Park, NY 11374",Condo ,468000.0,1,1.0,500.0, Excellent Realty Llc,Queens,11374.0,West Central Queens,-73.8596142,40.725653
4381,"1938 Bay Ridge AveBrooklyn, NY 11204",Multi-family home ,1739888.0,8,3.0,3375.0," Robert Defalco Realty, Inc.",Brooklyn,11204.0,Borough Park,-73.9896373,40.6148276
4382,"687 E 232nd StBronx, NY 10466",House ,650000.0,5,2.0,1951.0, Golden Doors Realty Corp,Bronx,10466.0,Northeast Bronx,-73.8582396,40.8931042
4383,"1809 Voorhies AveBrooklyn, NY 11235",House ,1690000.0,10,4.0,2958.0, Winzone Realty Inc,Brooklyn,11235.0,South Brooklyn,-73.9509299,40.5862321
4384,"248 New York Ave Apt 8Brooklyn, NY 11216",Multi-family home ,2100000.0,3,8.0,7984.0, RE MAX,Brooklyn,11216.0,Central Brooklyn,-73.947826,40.671868
4385,"38 W 26th St Ph 12New York, NY 10010",Co-op ,7450000.0,3,2.0,5500.0, Douglas Elliman  ,Manhattan,10010.0,Gramercy Park,-73.9898542,40.7439988
4386,"97-40 62nd Dr Unit 8FRego Park, NY 11374",Co-op ,295000.0,1,1.0,2184.207862, KEYNDOOR LLC,Queens,11374.0,West Central Queens,-73.8601516,40.7325379
4387,"111-20 73rd Ave Unit 6HForest Hills, NY 11375",Co-op ,450000.0,1,1.0,1115.0, Keller Williams,Queens,11375.0,West Central Queens,-73.8380044,40.7193296
4388,"230 Central Park W Apt 3KNew York, NY 10024",Co-op ,995000.0,1,1.0,2184.207862, Corcoran,Manhattan,10024.0,Upper East Side,-73.9709274,40.7836703
4389,"132 Dalton AveStaten Island, NY 10306",House ,629000.0,3,2.0,1216.0," KMS Realty Group, Inc.",Staten Island,10306.0,South Shore,-74.1276199,40.571871
4390,"3125 Tibbett Ave Apt 8CBronx, NY 10463",Co-op ,235000.0,1,1.0,660.0, Keller Williams,Bronx,10463.0,Riverdale,-73.908104,40.881546
4391,"242 E 25th St Apt 3DNew York, NY 10010",House ,485000.0,3,1.0,525.0, Douglas Elliman  ,Manhattan,10010.0,Gramercy Park,-73.9805521,40.7392184
4392,"30 W 61st St Apt 16DManhattan, NY 10023",Condo ,1588000.0,2,2.0,1108.0, COMPASS,Manhattan,10023.0,Upper East Side,-73.9833141,40.7701201
